,year,price
10129,2016,13490
10130,2014,21970
10131,2018,16970
10132,2016,16490
10133,2017,16490
10134,2008,5780
10135,2014,16940
10136,2015,11440
10137,2013,8940
10138,2016,14840
10139,2017,13640
10140,2016,19970
10141,2014,13470
10142,2017,17989
10143,2015,19940
10144,2018,17470
10145,2016,17970
10146,2016,18740
10147,2018,24970
10148,2016,14670
10149,2015,14270
10150,2018,28970
10151,2017,31997
10152,2010,4495
10153,2015,13970
10154,2015,14900
10155,2013,13790
10156,2015,15490
10157,2016,16490
10158,2017,17590
10159,2017,19299
10160,2013,8491
10161,2015,8491
10162,2017,15491
10163,2014,10393
10164,2015,9793
10165,2015,11591
10166,2015,9791
10167,2015,10791
10168,2017,11393
10169,2016,13740
10170,2012,11940
10171,2017,14670
10172,2015,15970
10173,2017,18470
10174,2016,9891
10175,2015,7792
10176,2016,12392
10177,2015,11493
10178,2017,13392
10179,2015,9793
10180,2016,10993
10181,2013,8491
10182,2016,11393
10183,2015,8692
10184,2010,5993
10185,2015,17399
10186,2016,14649
10187,2015,20749
10188,2017,14749
10189,2016,9891
10190,2013,7992
10191,2016,9391
10192,2015,10491
10193,2015,10991
10194,2015,11591
10195,2016,10493
10196,2017,11393
10197,2013,8492
10198,2015,8491
10199,2014,10393
10200,2009,3994
10201,2015,9392
10202,2015,10791
10203,2015,9791
10204,2014,15399
10205,2017,16199
10206,2017,18999
10207,2017,16799
10208,2013,11119
10209,2015,11479
10210,2016,17999
10211,2018,19949
10212,2016,15650
10213,2014,10649
10214,2018,15799
10215,2017,15499
10216,2018,17999
10217,2018,24499
10218,2017,25998
10219,2017,24948
10220,2017,17498
10221,2017,20988
10222,2017,24998
10223,2016,14999
10224,2018,16699
10225,2016,14999
10226,2017,14599
10227,2015,13999
10228,2018,15799
10229,2016,13599
10230,2017,19499
10231,2013,12299
10232,2015,11499
10233,2018,18699
10234,2017,15993
10235,2018,18258
10236,2015,20000
10237,2017,21499
10238,2018,21498
10239,2018,22999
10240,2017,17999
10241,2017,15499
10242,2013,8751
10243,2018,16499
10244,2017,24999
10245,2017,13499
10246,2017,17295
10247,2017,14999
10248,2006,2995
10249,2008,4295
10250,2015,16395
10251,2013,16490
10252,2015,12490
10253,2010,4990
10254,2014,11990
10255,2015,27985
10256,2013,9685
10257,2017,12988
10258,2016,16499
10259,2011,11230
10260,2016,16326
10261,2017,21999
10262,2018,20299
10263,2018,17599
10264,2016,19699
10265,2017,17999
10266,2016,16699
10267,2015,10999
10268,2017,16999
10269,2016,17499
10270,2016,13999
10271,2016,14899
10272,2015,14599
10273,2018,17244
10274,2018,18999
10275,2016,17999
10276,2014,15999
10277,2013,11799
10278,2019,43900
10279,2016,20191
10280,2019,34400
10281,2019,97900
10282,2017,16499
10283,2015,12199
10284,2016,15999
10285,2013,15499
10286,2017,20249
10287,2016,11599
10288,2016,17499
10289,2016,13999
10290,2018,22691
10291,2018,21691
10292,2019,22291
10293,2018,31991
10294,2016,27491
10295,2017,18991
10296,2019,26991
10297,2017,18991
10298,2019,51991
10299,2020,32900
10300,2016,17299
10301,2016,13499
10302,2016,14499
10303,2016,11999
10304,2017,15699
10305,2015,14799
10306,2012,8999
10307,2016,11999
10308,2012,8238
10309,2016,18999
10310,2018,15489
10311,2012,21749
10312,2017,16489
10313,2015,19940
10314,2017,13570
10315,2015,13940
10316,2015,9940
10317,2014,11340
10318,2016,13999
10319,2011,8899
10320,2019,19999
10321,2016,24495
10322,2016,17799
10323,2017,16299
10324,2017,26499
10325,2014,17699
10326,2015,10985
10327,2017,14486
10328,2016,15599
10329,2017,36900
10330,2017,18900
10331,2017,18900
10332,2015,11900
10333,2015,15400
10334,2020,41900
10335,2014,14900
10336,2015,17900
10337,2017,15739
10338,2016,17999
10339,2014,13799
10340,2017,17499
10341,2016,13299
10342,2016,18268
10343,2016,18000
10344,2016,18899
10345,2015,14699
10346,2013,10200
10347,2017,18999
10348,2018,19499
10349,2013,8699
10350,2015,25499
10351,2015,11234
10352,2018,16799
10353,2017,25991
10354,2019,22991
10355,2019,19491
10356,2019,39491
10357,2019,29998
10358,2015,59991
10359,2019,48291
10360,2018,28491
10361,2018,51991
10362,2019,56900
10363,2017,20988
10364,2017,18900
10365,2017,22400
10367,2017,22900
10368,2017,39900
10369,2018,31900
10370,2017,20700
10371,2016,12900
10372,2019,28991
10373,2017,17991
10374,2018,22991
10375,2018,21691
10376,2014,16991
10377,2018,24991
10378,2019,24992
10379,2017,15591
10380,2017,18991
10381,2017,20991
10382,2016,14991
10383,2020,28900
10384,2019,25491
10385,2017,25291
10386,2017,18391
10387,2018,18991
10388,2016,16091
10389,2016,18291
10390,2020,40900
10391,2020,54900
10392,2019,31400
10393,2019,32900
10394,2019,27900
10395,2016,25400
10396,2015,14900
10397,2016,13900
10398,2015,15400
10399,2019,48900
10400,2020,37400
10401,2016,13900
10402,2016,27900
10403,2020,25900
10404,2020,24900
10405,2020,27900
10406,2020,39900
10407,2020,35900
10408,2017,17698
10409,2017,27400
10410,2018,22900
10411,2017,21900
10412,2019,27400
10413,2017,18691
10414,2017,16591
10415,2017,19991
10416,2017,14391
10417,2019,43900
10418,2019,23900
10419,2017,17300
10420,2017,39900
10421,2019,32900
10422,2017,24900
10423,2016,13900
10424,2017,23700
10425,2016,18991
10426,2015,17991
10427,2016,18391
10428,2016,18691
10429,2019,22691
10430,2016,15900
10431,2017,27998
10432,2016,17691
10433,2016,19900
10434,2019,25400
10435,2019,26291
10436,2018,22991
10437,2017,21291
10438,2016,15291
10439,2019,35995
10440,2019,28490
10441,2016,18695
10442,2017,12760
10443,2017,23895
10444,2017,20995
10445,2019,23795
10446,2017,27995
10447,2014,12495
10448,2018,15999
10449,2016,17999
10450,2016,12732
10451,2015,18464
10452,2013,9000
10453,2016,15999
10454,2017,18999
10455,2015,13499
10456,2016,11499
10457,2018,17999
10458,2016,12999
10459,2017,17999
10460,2015,18499
10461,2015,19499
10462,2015,15899
10464,2009,6999
10465,2013,11499
10466,2008,5999
10467,2013,11950
10468,2018,23995
10469,2016,26495
10470,2016,19495
10471,2016,16000
10472,2017,21489
10473,2016,10699
10474,2016,14499
10475,2013,8799
10476,2016,16299
10477,2015,12295
10478,2016,15000
10479,2015,14295
10480,2015,12295
10481,2015,10500
10482,2014,12795
10483,2014,10000
10484,2015,13000
10485,2018,17699
10486,2016,17699
10487,2017,29995
10488,2015,17721
10489,2016,16999
10490,2013,18999
10491,2016,14868
10492,2017,17249
10493,2015,17949
10494,2016,22900
10495,2014,10528
10496,2016,13399
10497,2016,15339
10498,2016,9895
10499,2014,13000
10500,2016,12795
10501,2014,9695
10502,2015,13999
10503,2013,12000
10504,2014,11699
10505,2015,11199
10506,2015,13499
10507,2016,15499
10508,2018,22995
10509,2017,13222
10510,2015,10999
10511,2013,11651
10512,2012,9199
10513,2013,10495
10514,2015,11695
10515,2015,15991
10516,2015,18995
10517,2015,18995
10518,2015,18995
10519,2015,15695
10520,2016,13000
10521,2015,11295
10522,2016,13295
10523,2013,11195
10524,2016,14995
10525,2014,13498
10526,2015,10998
10527,2016,19395
10528,2019,39995
10529,2018,32748
10530,2019,25495
10531,2019,44995
10532,2015,16250
10533,2016,14795
10534,2017,28998
10535,2018,18298
10536,2015,18298
10537,2013,13798
10538,2016,16798
10539,2019,58298
10540,2017,27248
10541,2016,19248
10542,2020,50995
10543,2015,13469
10544,2016,18400
10545,2015,15499
10546,2016,16917
10547,2016,14989
10548,2018,16999
10549,2015,14906
10550,2013,12499
10551,2020,44298
10552,2018,18998
10553,2016,25998
10554,2018,21495
10555,2015,16298
10556,2016,13298
10557,2019,18748
10558,2019,32998
10559,2019,29498
10560,2018,28900
10561,2017,19400
10562,2017,17900
10563,2020,43400
10564,2016,22900
10565,2016,17900
10566,2019,81900
10567,2016,19748
10568,2020,25298
10569,2020,28298
10570,2013,13298
10571,2018,32245
10572,2017,25998
10573,2015,18298
10574,2017,17499
10575,2018,42248
10576,2016,23245
10577,2017,30748
10578,2016,13186
10579,2019,20248
10580,2016,18745
10581,2018,25748
10582,2015,19248
10583,2018,26748
10584,2019,19245
10585,2015,21745
10586,2016,20248
10587,2015,21745
10588,2016,21245
10589,2018,18798
10590,2019,18748
10591,2019,18748
10592,2019,18748
10593,2020,61995
10594,2020,43495
10595,2019,55298
10596,2019,36998
10597,2019,47298
10598,2014,10759
10599,2016,15679
10600,2017,14999
10601,2015,13495
10602,2016,19599
10603,2016,13799
10604,2017,18999
10605,2012,7699
10606,2015,17500
10607,2020,42995
10608,2019,18748
10609,2015,17248
10610,2018,28298
10611,2017,18248
10612,2020,42798
10613,2020,33298
10614,2020,37298
10615,2019,19248
10616,2016,13600
10617,2014,14999
10618,2016,18499
10619,2017,20599
10620,2017,16799
10621,2017,15999
10622,2014,10999
10623,2012,9400
10624,2016,17820
10625,2019,18498
10626,2019,18748
10627,2016,20100
10628,2016,19500
10629,2016,15750
10630,2014,14199
10631,2019,18748
10632,2020,26998
10633,2020,49298
10634,2020,30298
10635,2020,27798
10636,2020,41298
10637,2015,14298
10638,2017,25248
10639,2017,16700
10640,2015,13400
10641,2017,18000
10642,2015,10700
10643,2016,15200
10644,2017,13400
10645,2016,15400
10646,2017,13700
10647,2017,17200
10648,2018,28800
10649,2017,15200
10650,2014,9900
10651,2017,17000
10652,2016,17600
10653,2017,16300
10654,2017,17400
10655,2017,15600
10656,2017,17700
10657,2016,16900
10658,2016,14600
10659,2016,19200
10660,2016,17600
10661,2014,12900
10662,2014,10300
10663,2016,18200
10664,2016,18100
10665,2016,16500
10666,2016,17000
10667,2017,15850
10668,2017,14700
10669,2017,14000
10670,2017,16300
10671,2015,16000
10672,2016,12400
10673,2016,13200
10674,2016,18600
10676,2016,18000
10677,2016,15700
10678,2017,14000
10679,2017,16000
10680,2013,9000
10681,2014,13500
10682,2014,12500
10683,2016,17900
10684,2013,11800
10685,2016,14700
10686,2016,12300
10687,2017,19200
10688,2013,10800
10689,2017,16200
10690,2017,18000
10691,2017,17100
10692,2018,18800
10693,2014,15000
10694,2015,12900
10695,2017,15200
10696,2015,16700
10697,2017,15700
10698,2015,12900
10699,2013,9700
10700,2016,16200
10701,2017,25400
10702,2015,17000
10703,2016,16000
10704,2016,19100
10705,2017,15700
10706,2016,16800
10707,2016,20800
10708,2015,18700
10709,2017,13500
10711,2017,18300
10712,2016,14000
10713,2018,20000
10714,2018,19000
10715,2016,19000
10716,2016,20100
10717,2015,14500
10718,2017,20300
10719,2014,16300
10720,2015,14000
10721,2016,19100
10722,2015,15700
10723,2016,18700
10724,2016,16000
10725,2015,10900
10726,2017,16750
10727,2018,19900
10728,2016,20200
10729,2016,12500
10730,2015,14200
10731,2016,20800
10732,2017,21400
10733,2016,14400
10734,2017,18500
10735,2019,22600
10736,2015,19100
10737,2016,18300
10738,2016,20500
10740,2013,12000
10741,2017,13800
10742,2015,12200
10743,2016,12900
10744,2015,8800
10745,2017,19600
10746,2018,20700
10747,2014,10500
10748,2017,16000
10749,2013,11000
10750,2016,18000
10751,2014,12000
10752,2017,16500
10753,2017,38191
10754,2017,17999
10755,2016,19300
10756,2016,15100
10757,2017,15000
10758,2015,16600
10759,2015,18700
10760,2016,18300
10761,2015,19600
10762,2017,19000
10763,2015,15700
10764,2016,18300
10765,2017,28800
10766,2017,28900
10767,2019,23400
10768,2019,30900
10769,2019,48900
10770,2017,28900
10771,2017,24900
10772,2017,17400
10773,2017,19700
10774,2015,14800
10775,2019,54900
10776,2019,23400
10777,2019,28900
10778,2017,17400
10779,2017,24900
10780,2015,19400
10781,2018,46900
10782,2017,21400
10783,2019,23200
10784,2017,25900
10785,2019,35400
10786,2019,24400
10787,2019,29900
10788,2019,43600
10789,2019,24400
10790,2013,11900
10791,2017,31400
10792,2017,19700
10793,2019,39900
10794,2019,34400
10795,2017,26800
10796,2019,40900
10797,2017,25900
10798,2018,39900
10799,2019,23200
10800,2018,17800
10801,2018,37300
10802,2015,48400
10803,2016,15400
10804,2017,17200
10805,2019,44400
10806,2017,17200
10807,2018,90900
10808,2019,33400
10809,2019,18300
10810,2017,14700
10811,2019,25900
10812,2019,26900
10813,2019,37900
10814,2017,21900
10816,2015,18500
10817,2019,18900
10818,2017,38800
10819,2016,18600
10820,2017,30400
10821,2019,18800
10822,2019,18900
10823,2019,18800
10824,2019,18900
10825,2019,19200
10826,2015,14000
10827,2015,13300
10828,2016,15000
10829,2016,18200
10830,2015,18000
10831,2016,20000
10832,2016,19500
10833,2017,20900
10834,2015,15900
10835,2016,18400
10836,2013,12400
10837,2017,19900
10838,2017,16900
10839,2018,17600
10840,2019,21400
10841,2019,24400
10842,2019,45900
10843,2019,18200
10844,2017,20200
10845,2015,12795
10846,2020,43900
10847,2018,21000
10848,2017,15980
10849,2016,16500
10850,2016,13295
10851,2015,10500
10852,2016,12000
10853,2013,7395
10854,2016,14500
10855,2015,11500
10856,2014,12000
10857,2014,12500
10858,2014,8795
10859,2017,28985
10860,2015,14995
10861,2013,12995
10862,2017,24495
10863,2003,12995
10864,2012,12995
10865,2016,18500
10866,2018,20250
10867,2019,24700
10868,2018,25748
10869,2018,17900
10870,2018,21400
10871,2020,44900
10872,2020,33900
10873,2020,42900
10874,2020,28680
10875,2020,41900
10876,2017,11499
10877,2013,10499
10878,2016,19795
10879,2016,20000
10880,2016,19000
10881,2017,16500
10882,2017,18700
10883,2016,15800
10884,2017,17000
10885,2017,16800
10886,2017,13500
10887,2015,18000
10888,2016,16000
10889,2016,17900
10890,2017,16000
10891,2016,13500
10892,2013,12795
10893,2014,19985
10894,2010,5975
10895,2018,25500
10896,2010,9000
10897,2007,4395
10898,2012,7995
10899,2018,27991
10900,2013,8985
10901,2015,10990
10902,2016,11994
10903,2019,21380
10904,2020,24899
10905,2018,19249
10906,2018,15899
10907,2014,16994
10908,2015,17299
10909,2018,17699
10910,2016,13299
10911,2015,16499
10912,2016,15999
10913,2015,15599
10914,2016,12149
10915,2016,14999
10916,2017,13499
10917,2015,14999
10918,2015,13799
10919,2014,12999
10920,2018,16999
10921,2015,16499
10922,2015,17699
10923,2016,16299
10924,2018,19999
10925,2015,14695
10926,2016,15999
10927,2016,16799
10928,2019,29990
10929,2013,10299
10930,2016,12999
10931,2014,14499
10932,2015,12999
10933,2016,14999
10934,2015,13699
10935,2015,14899
10936,2018,19699
10937,2016,13999
10938,2017,15999
10939,2015,24499
10940,2015,17999
10941,2017,13499
10942,2013,11499
10943,2016,15299
10944,2016,13299
10945,2017,13299
10946,2015,15499
10947,2018,20999
10948,2018,16798
10949,2017,14827
10950,2015,16699
10951,2015,14313
10952,2014,13299
10953,2013,9259
10954,2015,12995
10955,2018,18990
10956,2014,13550
10957,2016,19999
10958,2012,10999
10959,2017,15652
10960,2018,17209
10961,2016,11724
10962,2015,16999
10963,2017,15799
10964,2016,16699
10965,2017,19347
10966,2015,10354
10967,2016,17590
10968,2015,13480
10969,2012,8450
10970,2016,17999
10971,2018,17999
10972,2018,19399
10973,2014,16699
10974,2016,13776
10975,2018,15999
10976,2015,13599
10977,2016,18999
10978,2015,12499
10979,2015,10999
10980,2017,20999
10981,2014,13799
10982,2015,15999
10983,2012,9799
10984,2016,12999
10985,2018,18249
10986,2014,11999
10987,2016,15150
10988,2014,10933
10989,2017,13999
10990,2011,8894
10991,2016,15750
10992,2016,15999
10993,2018,18599
10994,2017,16499
10995,2016,18108
10996,2018,27499
10997,2016,16562
10998,2015,13799
10999,2016,13550
11000,2011,9250
11001,2012,9850
11002,2018,19499
11003,2016,15499
11004,2018,17851
11005,2018,19250
11006,2016,16822
11007,2018,18816
11008,2018,18999
11009,2014,11599
11010,2018,18950
11011,2016,15905
11012,2016,13391
11013,2016,14999
11014,2017,14799
11015,2016,18295
11016,2014,11899
11017,2015,12999
11018,2017,22150
11019,2015,13999
11020,2016,16969
11021,2016,17069
11022,2016,18499
11023,2016,17999
11024,2016,14999
11025,2018,17999
11026,2018,21499
11027,2014,15700
11028,2017,20499
11029,2017,18399
11030,2016,16999
11031,2016,18699
11032,2018,19530
11033,2016,14899
11034,2014,10999
11035,2016,14999
11036,2016,14999
11037,2015,18999
11038,2013,10199
11039,2014,20499
11040,2015,14999
11041,2013,9499
11042,2015,15197
11043,2017,15285
11044,2018,16450
11045,2014,14999
11046,2014,10822
11047,2015,17375
11048,2017,19999
11049,2016,17999
11050,2017,15700
11051,2017,22499
11052,2012,10899
11053,2014,14786
11054,2016,19599
11055,2016,16499
11056,2015,15999
11057,2017,15648
11058,2018,17699
11059,2018,20250
11060,2018,17550
11061,2015,15799
11062,2015,18999
11063,2015,19991
11064,2016,27991
11065,2014,25991
11066,2018,21991
11067,2018,27991
11068,2018,16800
11069,2014,12450
11070,2013,10000
11071,2014,8499
11072,2014,14999
11073,2013,9980
11074,2015,12980
11075,2015,10000
11076,2011,5499
11077,2015,15499
11078,2016,16499
11079,2018,18399
11080,2018,18750
11081,2018,27597
11082,2017,15899
11083,2016,25999
11084,2016,14646
11085,2015,14099
11086,2014,10171
11087,2016,14806
11088,2014,15034
11089,2006,3690
11090,2016,16991
11091,2015,15691
11092,2015,14491
11093,2016,15991
11094,2014,24491
11095,2016,36991
11096,2016,32991
11097,2019,28991
11098,2013,14750
11099,2016,10799
11100,2015,14850
11101,2017,25995
11102,2017,18500
11103,2013,5950
11104,2018,20850
11105,2015,22250
11106,2009,4950
11107,2013,15275
11108,2017,21491
11109,2016,14000
11110,2014,11795
11111,2016,14000
11112,2016,12500
11113,2013,11295
11114,2014,10500
11115,2015,11295
11116,2016,14000
11117,2013,12295
11118,2015,11500
11119,2015,13000
11120,2015,14295
11121,2015,10795
11122,2015,12795
11123,2014,7295
11124,2017,14500
11125,2017,16750
11126,2017,15450
11127,2015,10000
11128,2015,19500
11129,2015,13000
11130,2015,10500
11131,2014,10795
11132,2015,10000
11133,2015,11500
11134,2015,14000
11135,2015,10795
11136,2015,13295
11137,2017,19995
11138,2011,9995
11139,2016,33995
11140,2004,2995
11141,2015,15995
11142,2017,13495
11143,2016,15699
11144,2018,14990
11145,2012,12995
11146,2015,16295
11147,2015,13195
11148,2015,13795
11149,2016,12795
11150,2014,10500
11151,2015,12995
11152,2015,11495
11153,2016,14000
11154,2016,13195
11155,2018,18399
11156,2015,16499
11157,2017,14999
11158,2016,13399
11159,2015,14000
11160,2016,12195
11161,2016,11000
11162,2016,15000
11163,2015,14500
11164,2015,18199
11165,2017,15599
11166,2015,11899
11167,2015,13699
11168,2016,14799
11169,2016,12499
11170,2016,13799
11171,2008,5875
11172,2013,9990
11173,2014,10990
11174,2001,1695
11175,2015,17950
11176,2017,20995
11177,2016,15299
11178,2014,11999
11179,2017,14699
11180,2018,18999
11181,2013,12999
11182,2014,14995
11184,2003,3376
11185,2013,11595
11186,2018,24999
11187,2016,23299
11188,2013,10699
11189,2018,19439
11190,2015,13000
11191,2015,12299
11192,2017,14499
11193,2018,19069
11194,2011,7449
11195,2014,13499
11196,2016,16999
11197,2015,11869
11198,2017,15199
11199,2017,19199
11200,2016,14799
11201,2018,20599
11202,2015,14819
11203,2013,11999
11204,2018,14999
11205,2016,13499
11206,2014,8699
11207,2018,20699
11208,2013,10499
11209,2016,19999
11210,2013,10699
11211,2017,17399
11212,2018,19399
11213,2018,19999
11214,2019,24899
11215,2015,19699
11216,2017,12999
11217,2016,15939
11218,2018,19999
11219,2011,7999
11220,2014,9799
11221,2015,14995
11222,2016,18995
11223,2015,10799
11224,2018,19499
11225,2017,15399
11226,2018,21999
11227,2015,19689
11228,2018,16699
11229,2014,14199
11230,2010,9995
11231,2015,15995
11232,2008,6775
11233,2013,10675
11234,2013,8975
11235,2015,10995
11236,2007,5995
11237,2010,5975
11238,2014,16499
11239,2016,13450
11240,2014,16450
11241,2018,18700
11242,2015,14499
11243,2016,15921
11244,2016,30000
11245,2014,15695
11246,2009,3995
11247,2014,10995
11248,2010,12995
11249,2007,6750
11250,2017,21399
11251,2010,8949
11252,2010,7449
11253,2016,17295
11254,2016,16449
11255,2018,19879
11256,2017,16919
11257,2015,13959
11258,2016,19499
11259,2016,14459
11260,2016,17779
11261,2016,14739
11262,2014,12995
11263,2007,2795
11264,2016,12441
11265,2016,16299
11266,2016,18999
11267,2016,14799
11268,2014,16499
11269,2013,11599
11270,2015,16679
11271,2018,19999
11272,2018,16869
11273,2011,11999
11274,2014,12899
11275,2018,19799
11276,2018,19699
11277,2017,15499
11278,2016,13999
11279,2015,11499
11280,2018,21500
11281,2019,17999
11282,2016,16879
11283,2015,14370
11284,2015,18199
11285,2015,16999
11286,2017,17399
11287,2016,12999
11288,2016,15999
11289,2014,12499
11290,2013,10199
11291,2016,14799
11292,2017,14999
11293,2016,19349
11294,2018,17699
11295,2018,18999
11296,2018,18799
11297,2018,18499
11298,2014,8999
11299,2017,16999
11300,2017,13499
11301,2017,14999
11302,2014,11499
11303,2016,13999
11304,2017,13899
11305,2012,7899
11306,2016,15699
11307,2016,18399
11308,2017,19399
11309,2013,13599
11310,2017,15999
11311,2015,12800
11312,2018,19899
11313,2018,21199
11314,2016,17399
11315,2013,8099
11316,2014,17499
11317,2016,15391
11318,2016,19299
11319,2014,11999
11320,2012,15699
11321,2018,17149
11322,2016,15699
11323,2015,12437
11324,2015,15299
11325,2018,19999
11326,2017,27999
11327,2015,15175
11328,2017,19599
11329,2018,22899
11330,2013,11250
11331,2017,15599
11332,2018,23799
11333,2016,13699
11334,2016,15199
11335,2016,19799
11336,2016,16999
11337,2011,13299
11338,2015,14699
11339,2016,14499
11340,2012,14999
11341,2016,17699
11342,2014,12950
11343,2008,5850
11344,2010,6949
11345,2015,16500
11346,2010,18000
11348,2008,6495
11349,2016,19599
11350,2017,14399
11351,2017,17499
11352,2016,17999
11353,2013,10599
11354,2017,20500
11355,2016,15699
11356,2016,18399
11357,2016,17799
11358,2017,16995
11359,2015,12299
11360,2018,20999
11361,2017,19999
11362,2018,20899
11363,2018,20299
11364,2015,16499
11365,2015,12599
11366,2015,17299
11367,2016,17499
11368,2015,17499
11369,2013,14999
11370,2016,15399
11371,2018,18699
11372,2016,17199
11373,2018,17499
11374,2014,14899
11375,2018,21999
11376,2018,17499
11377,2015,17799
11378,2004,1995
11379,2013,9499
11380,2009,5295
11381,2011,6995
11382,2012,5250
11383,2005,1995
11384,2019,31990
11385,2018,28490
11386,2019,33990
11387,2013,8495
11388,2018,29490
11389,2018,28990
11390,2019,28990
11391,2019,38990
11392,2017,25490
11393,2012,13199
11394,2013,9999
11395,2016,15595
11396,2017,15799
11397,2015,12299
11398,2016,15499
11399,2016,14999
11400,2018,22699
11401,2013,11899
11402,2017,31750
11403,2015,26750
11404,2013,5995
11405,2017,30795
11406,2014,13750
11407,2016,16250
11408,2017,18841
11409,2018,17450
11410,2016,11950
11411,2015,15400
11412,2018,28990
11413,2005,3485
11414,2013,9450
11415,2016,13599
11416,2016,12799
11417,2019,26995
11418,2017,21995
11419,2019,34995
11420,2002,3790
11421,2010,6794
11422,2015,16975
11423,2011,11975
11424,2010,11975
11425,2017,16750
11426,2017,17599
11427,2018,22199
11428,2014,11019
11429,2016,14799
11430,2006,3200
11431,2013,16500
11432,2014,16395
11433,2011,5195
11434,2016,17299
11435,2018,17999
11436,2016,11999
11437,2018,17999
11438,2012,13999
11439,2018,36790
11440,2016,13599
11441,2016,12459
11442,2016,13499
11443,2015,13999
11444,2014,10699
11445,2017,18999
11446,2017,15165
11447,2018,19999
11448,2018,19549
11449,2016,18499
11450,2016,16999
11451,2018,16999
11452,2014,12299
11453,2016,18329
11454,2016,16399
11455,2017,15472
11456,2018,19399
11457,2015,16729
11458,2015,16299
11459,2017,16699
11460,2018,19999
11461,2017,19999
11462,2018,27699
11463,2018,18819
11464,2018,19599
11465,2018,19399
11466,2018,16990
11467,2018,18999
11468,2018,18799
11469,2018,18899
11470,2018,18949
11471,2018,17999
11472,2012,9499
11473,2017,15399
11474,2016,15699
11475,2016,16499
11476,2013,14489
11477,2016,16899
11478,2016,16499
11479,2014,9499
11480,2016,16469
11481,2015,13295
11482,2016,19999
11483,2017,13299
11484,2013,10559
11485,2018,16299
11486,2018,19999
11487,2018,18499
11488,2016,14299
11489,2018,19699
11490,2014,9929
11491,2018,19299
11492,2016,10989
11493,2012,8299
11494,2012,7499
11495,2014,27499
11496,2018,18799
11497,2016,14299
11498,2017,26999
11499,2018,20399
11500,2016,11499
11501,2017,12699
11502,2016,17979
11503,2015,14999
11504,2015,11689
11505,2015,12519
11506,2018,17369
11507,2018,17889
11508,2017,15199
11509,2016,34995
11510,2014,24995
11511,2016,19995
11512,2016,19499
11513,2017,19999
11514,2017,17259
11515,2018,16999
11516,2018,17999
11517,2018,15121
11518,2016,14699
11519,2017,14089
11520,2015,18789
11521,2017,20999
11522,2018,19999
11523,2013,7199
11524,2004,3399
11525,2007,5290
11526,2014,20495
11527,2019,24990
11528,2018,27990
11529,2019,33990
11530,2018,28990
11531,2017,20999
11532,2016,20750
11533,2017,13199
11534,2017,14999
11535,2016,15339
11536,2017,16699
11537,2014,15995
11538,2018,42995
11539,2011,11995
11540,2015,20995
11541,2015,19995
11542,2015,17995
11543,2015,17695
11544,2010,15995
11545,2017,19000
11546,2013,11795
11547,2016,15295
11548,2016,31995
11549,2002,1495
11550,2007,12995
11551,2002,8995
11552,2017,28999
11553,2015,15599
11554,2014,14399
11555,2015,13299
11556,2016,16299
11557,2015,15999
11558,2013,10999
11559,2016,19499
11560,2015,13599
11561,2016,13899
11562,2015,17149
11563,2013,11299
11564,2016,16950
11565,2017,12295
11566,2017,12000
11567,2016,12795
11568,2015,11500
11569,2013,13000
11570,2014,10695
11571,2016,9295
11572,2016,13295
11573,2013,13995
11574,2013,9995
11575,2013,13995
11576,2012,9995
11577,2015,16975
11578,2015,12750
11579,2018,14975
11580,2008,18975
11581,2003,3495
11582,2016,16995
11583,2016,14995
11584,2015,17495
11585,2016,17495
11586,2016,12995
11587,2013,10490
11588,2015,13790
11589,2016,14490
11590,2019,16990
11591,2015,15490
11592,2011,4995
11593,2011,12995
11594,2013,9995
11595,2007,6495
11596,2011,14995
11597,2008,4995
11598,2006,4995
11599,2012,8495
11600,2018,23989
11601,2009,7495
11602,2009,6995
11603,2015,15880
11604,2018,34480
11605,2018,19980
11606,2017,19980
11607,2015,14795
11608,2015,13795
11609,2015,9295
11610,2016,10500
11611,2016,11795
11612,2017,13000
11613,2016,13795
11614,2017,15000
11615,2016,15000
11616,2016,8000
11617,2015,13362
11618,2007,5995
11619,2014,9475
11620,2013,11995
11621,2015,15275
11622,2010,5495
11623,2013,10275
11624,2013,13995
11625,2016,21990
11626,2014,15990
11627,2015,24990
11628,2016,12990
11629,2010,7990
11630,2017,17990
11631,2018,22490
11632,2019,29750
11633,2019,24500
11634,2017,27000
11635,2016,21000
11636,2017,27000
11637,2017,27500
11638,2018,29500
11639,2013,45000
11640,2017,53000
11641,2018,41000
11642,2016,13499
11643,2017,13503
11644,2017,15699
11645,2016,15499
11646,2017,13499
11647,2017,16499
11648,2017,16499
11649,2016,14999
11650,2017,14899
11651,2012,9099
11652,2014,12990
11653,2016,17490
11654,2009,8995
11655,2019,30000
11656,2016,22750
11657,2016,18000
11658,2018,27750
11659,2018,45000
11660,2018,34000
11661,2017,38250
11662,2019,18500
11663,2018,25500
11664,2019,24250
11665,2016,33500
11666,2019,24500
11667,2015,16250
11668,2016,22250
11669,2017,27750
11670,2017,38250
11671,2016,19750
11672,2017,38000
11673,2017,38000
11674,2016,20750
11675,2017,23750
11676,2017,25750
11677,2019,26000
11678,2019,48500
11679,2015,24750
11680,2017,38250
11681,2016,21750
11682,2017,36000
11683,2019,18500
11684,2019,18500
11685,2018,34750
11686,2016,15750
11687,2017,29950
11688,2016,20950
11689,2017,27000
11690,2017,27000
11691,2017,26000
